order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state,product_id,seller_id,price,shipping_charges,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3tEIi8mh1z5D,TpYNLBECjKSv,delivered,2017-04-02 16:31:42,2017-04-02 16:42:26,2017-04-06 14:24:02,2017-05-04,86701,rio de janeiro,RJ,BVmMnxk6Xhlq,AmYLCYoHSaZ8,95.03,39.96,1,credit_card,1,618.85,toys,350.0,17.0,14.0,12.0
Co7qcNsTHgIv,VZDCSTu7U2eG,delivered,2017-01-22 21:25:01,2017-01-22 21:35:42,2017-01-28 10:58:56,2017-02-28,68682,sao bernardo do campo,SP,aB1OLdOeIIrA,EBlT8yDwSNrA,89.1,52.58,1,credit_card,2,252.03,toys,2400.0,31.0,28.0,15.0
8o9SFQgMQ8wI,eeaEb01rwEUk,delivered,2018-01-07 16:45:22,2018-01-07 16:56:25,2018-01-10 16:50:32,2018-01-31,2185,jundiai,SP,py4fwdH4maVn,qMSMJjxggK58,518.18,67.11,1,credit_card,1,252.99,toys,1223.0,20.0,15.0,19.0
XXnC3fu73PVt,nn588CYN9TBh,delivered,2018-07-18 16:58:02,2018-07-18 17:05:23,2018-07-30 21:08:58,2018-08-16,29020,rio de janeiro,RJ,X9sl5gbsIDb6,RKad98cTxhSb,149.08,26.88,1,credit_card,10,119.19,toys,1825.0,53.0,10.0,40.0
JtenQ4EcbcQV,dfVP2hrfuT0w,delivered,2018-07-04 08:11:03,2018-07-05 16:21:01,2018-07-12 18:31:14,2018-07-19,1314,sao paulo,SP,axyh0wI4AN1S,luzDO2kXE6wp,49.97,87.11,1,credit_card,1,166.02,toys,150.0,22.0,3.0,15.0
WA2OwIufNnQy,9imvPyykwoiQ,delivered,2017-10-10 08:21:23,2017-10-10 08:35:25,2017-10-18 23:32:39,2017-10-27,19026,vitoria,ES,2CCYYdUAvvAq,ZNVgXvCvMqkS,266.55,51.45,1,credit_card,2,248.85,toys,800.0,20.0,20.0,20.0
KhJI1JcMfMtn,lJxXzu2zqhNG,delivered,2017-05-30 09:39:34,2017-05-30 09:50:14,2017-06-09 15:03:36,2017-06-22,83604,sao paulo,SP,fv7KNAysdXlN,MvBLo1GhlfWv,152.4,20.9,1,credit_card,3,273.23,toys,260.0,21.0,16.0,20.0
GBKIzpcWIWyS,GD7b8jusc6rO,delivered,2017-07-30 17:48:59,2017-07-30 18:05:06,2017-08-03 21:35:43,2017-08-18,15014,sao borja,RS,zCuOGN9gGrcg,2u7k61LiSKc4,28.82,9.1,1,credit_card,6,7.24,toys,7000.0,20.0,62.0,35.0
5nnJebJrowY9,teZXrO0ybAR2,delivered,2017-10-09 13:05:48,2017-10-09 13:14:21,2017-10-16 20:29:05,2017-11-10,63610,rio de janeiro,RJ,utgXA20AK5t4,Zl5cm1PXG0Wm,194.89,7.01,1,credit_card,3,761.95,toys,625.0,21.0,19.0,16.0
lTysDDHYTaQz,qTMJnSLFm8J3,delivered,2017-02-16 13:35:44,2017-02-16 13:45:19,2017-03-06 14:13:59,2017-03-17,89700,cascavel,PR,EhL5Jo7EvStG,YVBAT3QqF9Qj,624.75,47.5,1,credit_card,1,103.64,cool_stuff,1700.0,42.0,25.0,15.0
GOwAemKFtvvr,K1L82Lzp2eR6,delivered,2018-02-01 17:36:04,2018-02-01 17:53:02,2018-02-23 23:54:45,2018-03-06,75106,rio de janeiro,RJ,x2473gHktSB1,VjbLhhR5I7ly,465.52,46.4,1,credit_card,8,64.2,toys,900.0,25.0,12.0,38.0
fPgyrSKsTTCJ,BH3O4eZiRsnE,delivered,2018-01-30 13:17:34,2018-01-30 13:35:49,2018-02-23 19:04:29,2018-03-02,38415,rio de janeiro,RJ,XGESIvFRxVkM,2UV2zaeUhNyA,314.91,27.32,1,credit_card,5,124.54,sports_leisure,900.0,23.0,18.0,18.0
jmuZxtmqjJeq,QtzfSFivkIj2,delivered,2017-10-13 12:28:50,2017-10-14 18:34:42,2017-10-24 15:32:24,2017-10-25,40415,cajamar,SP,G1GtzGPseDCF,HQ4j3Fr6B61e,53.95,29.68,1,wallet,1,209.21,toys,7150.0,65.0,10.0,65.0
rt3GArh2RBBf,L9un7kRp90K1,delivered,2017-05-11 13:17:27,2017-05-11 13:25:38,2017-05-22 12:22:23,2017-05-31,23028,rio de janeiro,RJ,Tl6zsYtpy4WT,rFT13UJuGo0Q,49.41,87.87,1,credit_card,10,229.63,perfumery,500.0,16.0,16.0,22.0
IZEzy3koeemz,zoO5o1LI3S4W,delivered,2018-02-27 17:39:57,2018-02-27 18:09:59,2018-03-28 17:17:37,2018-03-22,8465,serra,ES,p74AvT66Lr8h,WQVVoikIawHa,128.99,27.02,1,credit_card,2,260.08,toys,6600.0,45.0,35.0,25.0
Jw07zFPc1k4S,7WjvF3ZcftNF,delivered,2017-08-07 14:15:03,2017-08-07 14:30:06,2017-08-21 20:14:31,2017-09-06,6335,porto alegre,RS,NJZYhieXALGC,WG2pVERAEzeW,31.46,93.05,1,credit_card,3,1349.16,toys,2150.0,41.0,10.0,35.0
SjLLOLtUxgC7,4WOKXzyP6e1q,delivered,2017-02-21 14:25:22,2017-02-22 14:30:19,2017-03-03 13:45:57,2017-03-22,34700,rio de janeiro,RJ,FCc6TWUWdrfn,7JtHJ8kiNtes,48.99,77.92,2,voucher,1,99.89,agro_industry_and_commerce,125.0,20.0,4.0,13.0
uXm1qDJSgmSE,40PUc7n4vWpu,delivered,2018-03-07 23:46:19,2018-03-08 00:49:38,2018-03-16 13:58:58,2018-03-28,29046,cascavel,PR,rgFuW7H6ePhQ,3FRwW3adXzn7,78.73,88.76,1,credit_card,6,217.61,toys,475.0,21.0,14.0,19.0
s9QFwEGcQ8Gj,ovFLMSwylGfL,delivered,2018-01-29 14:27:38,2018-01-29 14:38:40,2018-02-14 18:04:54,2018-02-20,54735,sao joao,PR,NC6oQrQwQvei,KH9VVC2iPaCb,145.99,161.82,1,credit_card,3,171.8,toys,150.0,18.0,12.0,15.0
Tg5Q4nggh0oE,kx8gkIPwgMml,delivered,2018-04-01 17:10:55,2018-04-01 17:27:49,2018-04-04 00:58:53,2018-04-12,57520,sao jose dos campos,SP,10zFzgh6Mjep,jSOhwPWVF2Xx,48.99,34.33,1,credit_card,2,3048.27,toys,150.0,19.0,4.0,11.0
06H9CjU6Gvvt,CyltDQm243gK,delivered,2018-08-14 21:16:47,2018-08-16 03:10:20,2018-08-28 20:51:40,2018-09-13,83602,brasilia,DF,Qf3jXDCJPvkJ,HaUIinFOemaU,154.0,25.32,1,wallet,1,64.34,toys,350.0,19.0,12.0,13.0
2kSpEq0Y69s1,Cc4tEZXQgHD0,delivered,2017-06-20 12:05:49,2017-06-20 12:43:45,2017-07-06 15:13:16,2017-07-24,89780,caucaia,CE,QqRt9fpBjLde,V8Stg8HdXCTe,509.99,41.41,1,credit_card,1,8.99,toys,200.0,16.0,7.0,11.0
VBERCpwqpfMn,8F8jpJcece5f,delivered,2018-06-05 15:41:06,2018-06-05 15:55:17,2018-06-11 23:41:57,2018-07-16,76958,curitiba,PR,xZztzkSrH6DJ,vYu5aYeAvyzz,77.07,28.65,1,credit_card,10,287.0,toys,1250.0,20.0,35.0,26.0
y9LY2UXIqaBG,DZ53zcOF95Cw,delivered,2017-12-05 10:58:54,2017-12-06 02:39:38,2017-12-11 21:28:07,2017-12-21,7064,diadema,SP,lsE6ahqdhx7Y,YVBAT3QqF9Qj,282.0,0.07,1,wallet,1,157.0,toys,1700.0,43.0,24.0,31.0
fNUnR2S3wMaP,qAnQjkm1rYnv,delivered,2018-04-11 22:40:53,2018-04-11 22:50:20,2018-04-20 16:19:27,2018-05-10,85118,formosa,GO,mpvDEtTDUqoU,ruq0u2ZpAMDr,79.8,36.01,1,credit_card,4,353.79,toys,3400.0,38.0,13.0,46.0
QzKpmrF7GCC2,ZfWcsRKVkVVU,delivered,2018-06-30 20:03:53,2018-06-30 20:15:06,2018-07-11 00:21:47,2018-07-30,1450,feira de santana,BA,VkTYo55ZbAc7,qLjDuwtRmEmT,683.38,109.55,1,credit_card,10,108.38,toys,1042.0,36.0,18.0,33.0
4asL7ZSk0f1v,4SEFU7QhEbkp,delivered,2018-04-27 21:16:06,2018-04-27 21:30:29,2018-05-02 22:16:43,2018-05-11,3377,sao paulo,SP,tNPYEvYHKGbi,fBHtndjqwueV,37.5,34.33,2,voucher,1,25.58,toys,400.0,26.0,12.0,20.0
Pjf8Ad1pjn0a,MS2DDQLtSt3X,delivered,2018-02-28 22:41:29,2018-03-02 02:11:04,2018-03-17 11:28:33,2018-03-27,13636,santa barbara,MG,xFEIlkkDeell,QQPx7QOUBZvB,49.38,14.62,1,wallet,1,184.53,fashion_bags_accessories,150.0,17.0,5.0,19.0
7qiKM0RHh3fD,A9Fc0ZNgJFCc,delivered,2018-02-22 02:49:05,2018-02-23 14:15:49,2018-03-08 16:11:54,2018-03-26,21715,afogados da ingazeira,PE,HcxzVO7t4pPL,jSOhwPWVF2Xx,66.0,21.98,1,voucher,1,6.44,telephony,325.0,40.0,10.0,11.0
UzvU50ffrR8l,1bTLa8L5IRAi,delivered,2018-07-09 11:46:53,2018-07-09 11:55:17,2018-07-11 18:56:38,2018-07-18,26285,sao paulo,SP,YEIp35JoLUOx,CQsufpmy1WxU,579.0,34.33,2,voucher,1,182.02,sports_leisure,90.0,21.0,4.0,19.0
ebg1kbtl0625,7Fz3aGA5jG2l,delivered,2018-04-21 16:19:37,2018-04-24 18:42:22,2018-04-27 17:22:18,2018-05-11,36918,pindamonhangaba,SP,pTe66JgJ7xZL,xadaQcJkLTmF,142.14,9.73,1,credit_card,4,127.0,pet_shop,1050.0,20.0,17.0,25.0
NzFzPm9y4lfT,Hfans8xY6jgE,delivered,2018-08-28 10:57:13,2018-08-28 11:10:23,2018-08-30 17:42:23,2018-08-31,36048,sao paulo,SP,Q2f5Cra9ZeGv,2HgT2MWHngsN,116.11,33.74,1,credit_card,3,158.48,toys,500.0,33.0,12.0,18.0
4xYdNip5NLwB,QEuF1HmignGK,delivered,2018-02-05 14:25:43,2018-02-05 14:48:24,2018-02-24 00:29:49,2018-03-08,85885,brasilia,DF,8NfBg6burWaK,coi9xkdo66JI,115.32,7.79,1,credit_card,2,36.96,watches_gifts,263.0,17.0,12.0,13.0
n9FUUl1XTFDH,5YorsdzxkdEf,delivered,2017-12-12 19:34:26,2017-12-12 19:50:13,2017-12-19 14:04:58,2017-12-29,49047,atibaia,SP,ywvJkvzzcsRO,HQ4j3Fr6B61e,1359.0,49.52,1,credit_card,8,56.36,toys,7225.0,61.0,13.0,61.0
WO3UXYYYDNEx,0c7qNHrK7BxK,delivered,2017-01-31 08:37:02,2017-01-31 10:31:13,2017-02-14 16:21:55,2017-03-23,30775,flores,CE,sqpfHTvGPIcH,bYFpCxDX2Olu,75.25,38.26,1,credit_card,3,162.81,health_beauty,1100.0,32.0,8.0,38.0
NdxScGv6xPgS,HSvKx5Zhi5dy,delivered,2017-12-26 09:14:31,2017-12-26 09:27:27,2018-01-03 15:48:21,2018-01-15,28570,indaiatuba,SP,Sx9XdlgmwLM8,HQ4j3Fr6B61e,749.0,6.15,1,credit_card,8,104.96,toys,7625.0,61.0,14.0,61.0
0RZQ9iwNpX0U,NCfnXchN49Df,delivered,2017-03-25 08:27:38,2017-03-28 03:50:55,2017-05-15 08:17:38,2017-05-02,13099,sobral,CE,XpnJcHwFtsKm,2Vzr14MB7bRD,411.0,44.25,1,wallet,1,344.89,perfumery,414.0,23.0,15.0,18.0
JT6rV8pdLJw2,UNd9Gfb7C953,delivered,2018-03-01 22:34:37,2018-03-01 23:31:13,2018-03-12 22:34:48,2018-03-20,18108,belo horizonte,MG,tA2XGMH4qxVz,2jTASjIU2rIf,399.2,47.55,1,credit_card,5,343.54,pet_shop,300.0,17.0,12.0,14.0
qI8vdrYn4wAX,8K5ANoyWjzbS,delivered,2018-01-04 15:14:41,2018-01-04 15:47:18,2018-01-20 16:36:32,2018-02-08,36426,pelotas,RS,lyDVAO4JYaqh,WG2pVERAEzeW,729.0,21.76,1,credit_card,1,117.5,toys,900.0,46.0,10.0,33.0
4WWrrq5VLaTS,JJw1NZ45nxap,delivered,2017-04-27 16:43:48,2017-04-28 11:44:33,2017-05-13 10:19:38,2017-05-29,48020,sao paulo,SP,lzvls27YC95o,OkFthMYQJf3H,136.12,51.19,1,wallet,1,111.27,toys,1000.0,40.0,20.0,20.0
fNxJHtpD96aA,jJpR5U9fii7j,delivered,2017-11-23 20:26:23,2017-11-25 05:19:24,2017-12-06 22:37:16,2017-12-18,45607,jaragua do sul,SC,iwlJRWn8GcIP,eCVvpO3y8lid,899.5,20.67,1,wallet,1,188.24,toys,1663.0,36.0,14.0,27.0
BpKc1uP6Ds2i,pUd0QgkfeQ39,delivered,2018-07-17 08:49:56,2018-07-17 09:05:15,2018-07-23 21:21:53,2018-08-01,8766,sao paulo,SP,gG0TzZRAWkYe,rA6aq9wj3MEo,290.47,37.18,1,credit_card,1,172.2,toys,650.0,30.0,20.0,30.0
BBHh1772G8OJ,zYPHzvcZfERY,delivered,2017-04-22 14:01:05,2017-04-22 14:10:19,2017-05-08 13:53:14,2017-05-17,95572,brasilia,DF,CY8OZ3lT9uqB,sevytuBWdSFl,2899.0,70.34,1,credit_card,6,393.84,telephony,250.0,18.0,3.0,28.0
UfBHCG97Hase,W19DnWDRosNT,delivered,2017-10-04 19:43:51,2017-10-05 19:46:00,2017-10-17 16:42:27,2017-11-10,19909,serrinha,BA,ronaFSyRDCrW,olJ9Vx6j3yjJ,259.99,86.96,1,credit_card,7,64.33,toys,1250.0,26.0,21.0,20.0
vZ4jAVB82TcW,eZayMlYEa16W,delivered,2018-03-27 14:29:03,2018-03-27 14:47:43,2018-04-03 16:48:50,2018-04-24,95995,sao paulo,SP,Kcqn7MC2IG3l,mmCZV9eruyuF,134.2,65.62,1,credit_card,10,226.26,toys,225.0,17.0,14.0,13.0
dNOpFQCLYMUo,l5QCu6BmN7jb,delivered,2018-01-18 19:56:05,2018-01-18 20:14:15,2018-01-30 21:23:05,2018-02-16,38402,brasilia,DF,SvW8FcwBD7tX,coi9xkdo66JI,101.75,34.29,1,credit_card,4,56.69,toys,6663.0,17.0,11.0,13.0
UHw39hyDopUR,71jQwBgZMCi9,delivered,2018-05-02 13:13:23,2018-05-02 16:38:03,2018-05-09 21:58:42,2018-05-17,77780,vitoria,ES,ri9zJZW3D2Fq,aEG83D3ehVEg,69.86,3.04,1,credit_card,8,213.31,toys,543.0,16.0,12.0,14.0
7uYASGUxEXtq,eoShsHPoOeN1,delivered,2017-07-04 07:36:01,2017-07-04 07:45:13,2017-07-26 15:25:50,2017-08-07,38182,joao pessoa,PB,L3nLJNTPJllF,bZ34cS1Dgq6i,113.9,81.93,1,credit_card,10,267.69,toys,8400.0,36.0,25.0,44.0
IfdZ6ryLlKKx,NzfYFViLJ7QX,delivered,2018-04-24 00:10:37,2018-04-24 17:43:45,2018-05-03 21:37:39,2018-06-04,4130,flora rica,SP,em3HM1GpHKEn,7aCGgNx3FvdH,299.99,25.78,1,credit_card,4,479.64,toys,10700.0,40.0,40.0,40.0
teDueNy23gVa,zH9NLDSlsC7T,delivered,2018-05-01 15:35:22,2018-05-01 15:54:22,2018-05-11 22:25:02,2018-05-22,99250,monte azul paulista,SP,Qv7EIL0N6X8r,2ZJaGRSW74BZ,649.75,79.01,1,credit_card,4,962.31,office_furniture,15300.0,58.0,28.0,56.0
F1hQkoiN0E2M,Hr6T60k39zkw,delivered,2018-06-12 06:19:27,2018-06-12 06:35:05,2018-06-19 22:12:23,2018-06-26,13057,guaruja,SP,1Shu25hw8jmU,eOhcPgdVKUYw,0.85,37.66,1,credit_card,1,292.94,sports_leisure,150.0,16.0,16.0,11.0
4pDyzLu6T62m,WAmEJvAypeJJ,delivered,2017-07-20 15:58:22,2017-07-20 16:10:24,2017-07-27 21:46:41,2017-08-17,3515,colina,SP,mAP8sv0Eoomf,2a07LobkzHUx,128.99,14.68,1,credit_card,3,31.11,furniture_decor,1800.0,30.0,6.0,20.0
HCHfy39A3ou7,WPVQUvXtD4gw,delivered,2017-09-16 21:03:25,2017-09-16 21:15:12,2017-09-22 21:18:03,2017-10-05,4042,curitiba,PR,YGrEdXuVVTsp,WUOUhAYcu4tr,220.33,9.54,1,credit_card,1,159.68,toys,650.0,20.0,30.0,20.0
Cb98wP1tx5Aa,aLeK0C1iDvUD,delivered,2018-07-27 13:11:52,2018-07-27 13:25:22,2018-07-31 22:48:55,2018-08-15,19410,curitiba,PR,vMsRtvh5syNs,BWczKEOZMEFy,2899.0,77.19,1,credit_card,1,80.36,toys,3000.0,69.0,11.0,11.0
4NO3N5VDpUwi,bn6Y1ulA88Fn,delivered,2017-06-22 19:01:44,2017-06-22 19:10:19,2017-07-20 23:17:28,2017-08-02,13458,fortaleza,CE,iIaOq0PYYYMc,oGYw3FCx0i23,532.99,17.19,1,credit_card,10,914.27,cool_stuff,4317.0,30.0,40.0,28.0
iaNlz8XzLZBO,6BN9tQ5ZTFLO,delivered,2018-06-26 11:52:13,2018-06-27 09:56:03,2018-07-02 10:03:13,2018-07-19,89176,vicosa,MG,Z2zGYsVgVwF7,CdW7Qr5M6GEr,148.5,53.64,1,wallet,1,510.78,toys,850.0,18.0,10.0,18.0
87vWOkL1E3Oi,MUPxOM2lwh1b,delivered,2017-05-09 18:59:16,2017-05-10 15:02:30,2017-05-13 10:22:04,2017-05-17,26116,sao paulo,SP,DXG0TFaZjGHO,V8Stg8HdXCTe,36.89,83.64,2,voucher,1,1843.85,toys,200.0,16.0,7.0,11.0
wdNhzZeodVh0,c3m1ZfbYekBA,delivered,2018-01-05 12:54:08,2018-01-08 09:28:15,2018-01-22 23:42:42,2018-02-01,37716,pinhais,PR,mvOmPMBOA1em,5Ja2lH0N2OZt,68.99,14.61,2,voucher,1,6.83,toys,1800.0,22.0,34.0,40.0
IoXhHLCC93Sw,626BUJ3MFMEu,delivered,2017-11-15 10:42:57,2017-11-16 10:46:47,2017-11-24 18:29:12,2017-12-07,12042,sao paulo,SP,DruLkZa379O7,MdWxBEep7ZnV,91.6,41.41,1,credit_card,2,135.92,housewares,1500.0,30.0,12.0,30.0
0q2rTPUMZYcQ,7Td5E2qGb1kX,delivered,2018-07-04 07:49:08,2018-07-05 16:33:16,2018-07-05 22:38:40,2018-07-17,7832,curitiba,PR,MIdYDrJTXbjt,HPuxRyj1uNUP,128.99,0.34,1,credit_card,8,198.04,toys,2300.0,37.0,30.0,20.0
qPGwgXE6znay,EuuTdG3X96z4,delivered,2017-08-27 18:02:31,2017-08-27 18:15:16,2017-09-08 23:58:06,2017-09-15,54430,campo grande,MS,PyjlDSHRGdSt,al4fWZ5NFQzG,34.0,19.65,1,credit_card,1,534.1,toys,1850.0,24.0,36.0,23.0
KkQsRnSXnsc5,AyA7fPDXNRVy,delivered,2018-05-01 21:03:25,2018-05-01 21:15:25,2018-05-03 14:25:00,2018-05-18,7044,brasilia,DF,hkCBH5cPk4mu,luzDO2kXE6wp,49.97,67.42,1,credit_card,1,210.18,toys,150.0,22.0,3.0,15.0
Yn7BeR6cKszj,ckhgm7yi2XIX,delivered,2018-05-16 13:23:35,2018-05-16 13:35:23,2018-06-15 14:37:45,2018-06-07,53320,videira,SC,VDEBigGAwD3J,AY561gRQMc6U,1199.95,21.67,1,credit_card,6,19.82,toys,1550.0,44.0,14.0,34.0
3zskTfeDUlBT,QtY8XuebJuW5,delivered,2017-03-01 15:08:28,2017-03-01 15:15:23,2017-03-10 03:47:44,2017-03-21,95174,sao paulo,SP,BdOxMnOiBZ7T,VEpUiS8q8p8X,90.49,55.54,1,credit_card,1,121.2,toys,178.0,18.0,11.0,17.0
2Fm2WvlrfUFZ,tcpSasnD9oYk,delivered,2017-11-28 17:19:59,2017-11-28 17:36:27,2017-12-16 03:32:21,2017-12-20,8161,teresina,PI,gOF2Q2zoaWue,gdGtB6ArqoTB,257.6,36.51,2,voucher,1,406.58,toys,600.0,30.0,30.0,20.0
xYTJPLZPZfND,5mjDZMqPeEp1,delivered,2018-06-19 11:59:29,2018-06-19 12:18:40,2018-06-28 17:38:53,2018-07-13,74453,pouso alegre,MG,ZWyg4uNWPHjJ,yGbPyLPc8PmT,2899.0,29.96,1,credit_card,3,178.67,toys,250.0,16.0,2.0,11.0
ViWQRFmZRZi9,rJvQyiu6v5gP,delivered,2017-06-16 18:12:03,2017-06-16 18:25:24,2017-06-30 16:57:55,2017-07-06,15900,limeira,SP,dwytG9eu0Vjc,8CQ9epWunOJD,220.33,69.33,1,credit_card,6,46.61,toys,300.0,39.0,9.0,20.0
pdrQzD1TAgbA,YngGVCwFx8hU,delivered,2018-03-19 23:22:23,2018-03-19 23:30:31,2018-04-18 19:11:56,2018-04-13,13254,porto alegre,RS,IOx6OottSQSH,9mUBYR4LiO1Z,23.1,17.04,1,credit_card,10,963.34,housewares,5250.0,35.0,15.0,35.0
gu0eZmA4pPJy,DYkcpZuRPWZ0,delivered,2018-02-08 22:51:59,2018-02-08 23:08:42,2018-03-01 22:29:00,2018-03-19,3239,sao paulo,SP,yJhbJ4OU6apa,sfP4huRrus5e,34.36,4.44,1,credit_card,1,93.95,toys,150.0,16.0,6.0,11.0
SRrlS0dFFRYq,xYj6dS4vBo2a,delivered,2017-11-23 16:19:10,2017-11-24 03:09:58,2017-12-02 14:38:11,2017-12-19,36784,sao paulo,SP,x2473gHktSB1,VjbLhhR5I7ly,465.52,14.61,1,wallet,1,326.09,toys,900.0,25.0,12.0,38.0
aZh2tAXDf4Ag,n0Nwia8fAGs0,delivered,2018-05-29 13:38:10,2018-05-29 13:58:09,2018-06-18 19:26:34,2018-07-11,3814,salvador,BA,FBUmFaG4ZfsJ,NFUo7mzHc8co,92.65,161.73,1,credit_card,4,834.12,toys,1050.0,16.0,20.0,16.0
uM2zwPe8L15d,jaM1Lj6msEZF,delivered,2018-04-22 23:54:37,2018-04-24 19:28:58,2018-05-02 19:37:46,2018-05-16,29902,sao paulo,SP,1edaUIVffPFF,coi9xkdo66JI,352.57,28.61,1,credit_card,3,205.18,watches_gifts,584.0,16.0,11.0,13.0
MCP4cZGxlW07,SvsDeEftZw1j,delivered,2018-04-12 12:55:23,2018-04-12 13:11:45,2018-04-20 19:03:41,2018-05-15,60531,sao paulo,SP,HRXu29GwfAUj,Uhxp4jLBVzJq,100.0,22.52,1,credit_card,3,62.46,toys,1100.0,45.0,8.0,35.0
5CThJhJAomkO,H6HHK0NmVFF8,delivered,2017-05-02 12:03:00,2017-05-04 02:55:32,2017-05-15 10:36:25,2017-05-29,4068,rio de janeiro,RJ,pP5el31wbSgv,9mFtbRVSsbmJ,2130.0,104.12,1,wallet,1,346.86,toys,5500.0,25.0,32.0,47.0
nXITpB2AOQH1,TAsdN3CI8UWf,delivered,2017-06-27 23:02:06,2017-06-27 23:10:22,2017-07-04 16:32:07,2017-07-19,85807,goitacazes,RJ,FcLL9Hj68veY,eCVvpO3y8lid,72.0,47.55,1,credit_card,2,350.19,toys,400.0,16.0,3.0,29.0
a7HYJbNTwDE7,PyI8ZKShtJ04,delivered,2017-12-05 23:31:12,2017-12-05 23:56:44,2018-01-24 18:38:39,2018-01-16,2186,pinheiral,RJ,bFMssPOBJiPp,EGW4UK5bOeEZ,77.07,83.27,1,credit_card,4,225.63,office_furniture,11875.0,57.0,55.0,22.0
C5qkyH7YuIGN,gNJk6dqO3r4V,delivered,2017-11-24 19:24:40,2017-11-24 22:53:53,2017-12-05 18:41:29,2017-12-14,35164,taruma,SP,NBOvMLOgVscO,Uhxp4jLBVzJq,194.0,102.77,1,credit_card,3,233.09,toys,1750.0,30.0,5.0,30.0
RxgSpgFOPNbQ,zSwjgXFPeQ1P,delivered,2018-02-23 18:37:23,2018-02-23 18:47:28,2018-03-15 00:26:23,2018-03-26,70373,limoeiro do norte,CE,j8R0KKuILPfQ,YVBAT3QqF9Qj,820.0,21.76,1,credit_card,3,166.47,toys,250.0,23.0,14.0,28.0
6hBmbA36G44l,3Ajjrmbpj65i,delivered,2018-04-05 15:59:54,2018-04-05 16:11:03,2018-04-30 16:59:24,2018-05-02,74950,goiania,GO,rZ5pT7KeDGN2,RsUgQvBvc24M,599.9,30.23,7,voucher,1,33.48,toys,710.0,19.0,13.0,14.0
57dfwjro3LgD,o1VKNE44SI2M,delivered,2018-03-09 19:43:32,2018-03-09 19:50:25,2018-04-06 22:03:37,2018-04-03,76490,itaborai,RJ,SLTlrWtcYt1m,r7VxefoTVHbb,4099.99,13.3,2,voucher,1,145.48,toys,1750.0,37.0,22.0,40.0
GfdpTTXTA0k7,QV5XGBCeUICt,delivered,2017-02-17 11:03:26,2017-02-17 11:42:57,2017-04-27 07:16:04,2017-03-29,23932,salvador,BA,I6rKy0K6RF4o,Sw86en7yweGi,10.19,69.75,2,voucher,1,196.41,garden_tools,600.0,24.0,22.0,24.0
KLlkEIk6zI8h,XC0CcXwOyxPm,delivered,2018-05-18 16:35:54,2018-05-18 16:58:20,2018-06-06 17:36:45,2018-06-13,72509,varzea grande,MT,FNyUFrqDcOmW,cea9IgayLO02,77.07,64.15,1,credit_card,2,173.86,toys,1300.0,16.0,19.0,16.0
VNR17LEmDR6l,Drr5NsdytQwL,delivered,2018-04-04 18:02:41,2018-04-04 18:10:19,2018-04-11 17:52:07,2018-04-16,63908,sao paulo,SP,3oBl40sQGzjp,eV7Woul7454D,18.0,55.91,1,credit_card,2,27.25,toys,207.0,17.0,12.0,13.0
7t7ISWyuw82P,FhcGcQEpHkH3,delivered,2018-01-02 14:44:14,2018-01-02 18:35:23,2018-01-08 22:04:14,2018-01-18,19015,sao paulo,SP,aAsTdEYzIfvv,8cMMpAAFEsxE,129.99,32.34,1,wallet,1,249.97,toys,200.0,22.0,11.0,16.0
TOBx9jhV5Hd3,1Dw1lIoLsFYQ,delivered,2017-03-27 10:29:11,2017-03-27 10:42:26,2017-05-02 17:51:28,2017-05-09,8380,santarem,PA,WVaR4zzuQiN4,quRHu0B8Aaes,515.0,2.74,1,credit_card,4,70.82,health_beauty,350.0,16.0,19.0,15.0
vMhSkB79e7x7,ZV6JlvhExpGn,delivered,2018-02-10 23:31:59,2018-02-11 00:45:31,2018-03-06 15:05:11,2018-03-13,74830,aragarcas,GO,bzcyOIuv5ueu,QUdLxWDyxtsP,128.99,50.41,1,credit_card,3,427.58,toys,1900.0,17.0,13.0,31.0
G20nSVQWf1Ba,iHvG4J4YBRFN,delivered,2017-11-24 18:50:16,2017-11-24 22:15:34,2017-11-29 20:02:42,2017-12-08,89111,campinas,SP,gQmWktJ30VDv,yGbPyLPc8PmT,2899.0,32.34,1,credit_card,1,41.17,toys,250.0,16.0,2.0,20.0
25WpY4JqFCOW,VH6EJwG0yjQH,delivered,2018-08-21 20:50:17,2018-08-22 20:45:13,2018-08-27 19:03:39,2018-09-06,7813,sao paulo,SP,fE117URRTjxf,JfZNvJfa6QJf,59.6,11.33,1,credit_card,1,415.83,toys,133.0,16.0,14.0,12.0
eFVGrrnV8q9h,LYvik2KSgQHr,delivered,2018-06-16 20:33:33,2018-06-16 20:58:16,2018-06-28 15:29:51,2018-07-19,70336,praia grande,SP,lt6S7byFLYUH,dSEHH0pKrdMJ,28.82,3.65,1,credit_card,1,139.59,toys,4750.0,50.0,8.0,30.0
YNPLMyvF8DUm,JlqLAhbAJo2V,delivered,2017-01-23 07:03:04,2017-01-23 07:30:51,2017-01-31 11:12:50,2017-02-17,58103,sao paulo,SP,FCc6TWUWdrfn,7JtHJ8kiNtes,48.99,61.32,1,credit_card,1,91.5,agro_industry_and_commerce,125.0,20.0,4.0,13.0
